item,itemLabel,mediaID,article,japaneseTitle
http://www.wikidata.org/entity/Q332697,Terraria,M751979,https://en.wikipedia.org/wiki/Terraria,テラリア
http://www.wikidata.org/entity/Q332697,Terraria,M751980,https://en.wikipedia.org/wiki/Terraria,テラリア
http://www.wikidata.org/entity/Q332697,Terraria,M751981,https://en.wikipedia.org/wiki/Terraria,テラリア
http://www.wikidata.org/entity/Q332697,Terraria,M751982,https://en.wikipedia.org/wiki/Terraria,テラリア
http://www.wikidata.org/entity/Q332697,Terraria,M751983,https://en.wikipedia.org/wiki/Terraria,テラリア
http://www.wikidata.org/entity/Q332697,Terraria,M751984,https://en.wikipedia.org/wiki/Terraria,テラリア
http://www.wikidata.org/entity/Q332697,Terraria,M751985,https://en.wikipedia.org/wiki/Terraria,テラリア
http://www.wikidata.org/entity/Q332697,Terraria,M751986,https://en.wikipedia.org/wiki/Terraria,テラリア
http://www.wikidata.org/entity/Q389254,Super Castlevania IV,M759596,https://en.wikipedia.org/wiki/Super_Castlevania_IV,悪魔城ドラキュラ
http://www.wikidata.org/entity/Q389254,Super Castlevania IV,M759597,https://en.wikipedia.org/wiki/Super_Castlevania_IV,悪魔城ドラキュラ
http://www.wikidata.org/entity/Q389254,Super Castlevania IV,M759598,https://en.wikipedia.org/wiki/Super_Castlevania_IV,悪魔城ドラキュラ
http://www.wikidata.org/entity/Q389254,Super Castlevania IV,M759599,https://en.wikipedia.org/wiki/Super_Castlevania_IV,悪魔城ドラキュラ
http://www.wikidata.org/entity/Q631331,Super Mario Bros.: The Lost Levels,M749665,https://en.wikipedia.org/wiki/Super_Mario_Bros.:_The_Lost_Levels,スーパーマリオブラザーズ 2
http://www.wikidata.org/entity/Q631331,Super Mario Bros.: The Lost Levels,M749666,https://en.wikipedia.org/wiki/Super_Mario_Bros.:_The_Lost_Levels,スーパーマリオブラザーズ 2
http://www.wikidata.org/entity/Q631331,Super Mario Bros.: The Lost Levels,M749668,https://en.wikipedia.org/wiki/Super_Mario_Bros.:_The_Lost_Levels,スーパーマリオブラザーズ2
http://www.wikidata.org/entity/Q94912,Rockstar Games,C45525,https://en.wikipedia.org/wiki/Rockstar_Games,ロックスター・ゲームス
http://www.wikidata.org/entity/Q389254,Super Castlevania IV,M759600,https://en.wikipedia.org/wiki/Super_Castlevania_IV,悪魔城ドラキュラ
http://www.wikidata.org/entity/Q389254,Super Castlevania IV,M759601,https://en.wikipedia.org/wiki/Super_Castlevania_IV,悪魔城ドラキュラ
http://www.wikidata.org/entity/Q389254,Super Castlevania IV,M759602,https://en.wikipedia.org/wiki/Super_Castlevania_IV,悪魔城ドラキュラ
http://www.wikidata.org/entity/Q798676,Bad Dudes Vs. DragonNinja,M727402,https://en.wikipedia.org/wiki/Bad_Dudes_Vs._DragonNinja,ドラゴンニンジャ
http://www.wikidata.org/entity/Q810984,Battle Arena Toshinden,M726035,https://en.wikipedia.org/wiki/Battle_Arena_Toshinden,闘神伝
http://www.wikidata.org/entity/Q795079,The Guided Fate Paradox,M762987,https://en.wikipedia.org/wiki/The_Guided_Fate_Paradox,神様と運命革命のパラドクス
http://www.wikidata.org/entity/Q795079,The Guided Fate Paradox,M762988,https://en.wikipedia.org/wiki/The_Guided_Fate_Paradox,神様と運命革命のパラドクス
http://www.wikidata.org/entity/Q838156,Beatmania IIDX 9th Style,M728713,https://en.wikipedia.org/wiki/Beatmania_IIDX_9th_Style,beatmania 2 DX 9th style
http://www.wikidata.org/entity/Q838707,Mario Kart Wii,M721680,https://en.wikipedia.org/wiki/Mario_Kart_Wii,MARIO KART Wii
http://www.wikidata.org/entity/Q1280809,echochrome,M766241,https://en.wikipedia.org/wiki/Echochrome,無限回廊
http://www.wikidata.org/entity/Q1325327,Tom Clancy's Rainbow Six: Vegas,M720584,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Rainbow_Six:_Vegas,RAINBOW SIX VEGAS
http://www.wikidata.org/entity/Q1325327,Tom Clancy's Rainbow Six: Vegas,M758745,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Rainbow_Six:_Vegas,レインボーシックス ベガス
http://www.wikidata.org/entity/Q1325327,Tom Clancy's Rainbow Six: Vegas,M758746,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Rainbow_Six:_Vegas,レインボーシックス ベガス
http://www.wikidata.org/entity/Q1325327,Tom Clancy's Rainbow Six: Vegas,M758747,https://en.wikipedia.org/wiki/Tom_Clancy%27s_Rainbow_Six:_Vegas,レインボーシックス ベガス
http://www.wikidata.org/entity/Q1328124,Yoshi's Cookie,M726484,https://en.wikipedia.org/wiki/Yoshi%27s_Cookie,ヨッシーのクッキー
http://www.wikidata.org/entity/Q1328124,Yoshi's Cookie,M726661,https://en.wikipedia.org/wiki/Yoshi%27s_Cookie,ヨッシーのクッキー
http://www.wikidata.org/entity/Q1328124,Yoshi's Cookie,M726662,https://en.wikipedia.org/wiki/Yoshi%27s_Cookie,ヨッシーのクッキー
http://www.wikidata.org/entity/Q1328124,Yoshi's Cookie,M758131,https://en.wikipedia.org/wiki/Yoshi%27s_Cookie,ヨッシーのクッキー
http://www.wikidata.org/entity/Q1328124,Yoshi's Cookie,M758132,https://en.wikipedia.org/wiki/Yoshi%27s_Cookie,ヨッシーのクッキー
http://www.wikidata.org/entity/Q521272,Digital Devil Story: Megami Tensei II,C34513,https://en.wikipedia.org/wiki/Digital_Devil_Story:_Megami_Tensei_II,デジタル・デビル物語 女神転生II
http://www.wikidata.org/entity/Q343033,ActRaiser,M727122,https://en.wikipedia.org/wiki/ActRaiser,Actraiser
http://www.wikidata.org/entity/Q343033,ActRaiser,M744609,https://en.wikipedia.org/wiki/ActRaiser,アクトレイザー
http://www.wikidata.org/entity/Q339222,Blast Corps,M725325,https://en.wikipedia.org/wiki/Blast_Corps,ブラストドーザー
http://www.wikidata.org/entity/Q854479,Super Mario Bros. 2,M726709,https://en.wikipedia.org/wiki/Super_Mario_Bros._2,SUPER MARIO USA
http://www.wikidata.org/entity/Q854479,Super Mario Bros. 2,M749647,https://en.wikipedia.org/wiki/Super_Mario_Bros._2,スーパーマリオUSA
http://www.wikidata.org/entity/Q854479,Super Mario Bros. 2,M749648,https://en.wikipedia.org/wiki/Super_Mario_Bros._2,スーパーマリオUSA
http://www.wikidata.org/entity/Q854479,Super Mario Bros. 2,M749649,https://en.wikipedia.org/wiki/Super_Mario_Bros._2,スーパーマリオUSA
http://www.wikidata.org/entity/Q854479,Super Mario Bros. 2,M749665,https://en.wikipedia.org/wiki/Super_Mario_Bros._2,スーパーマリオブラザーズ 2
http://www.wikidata.org/entity/Q854479,Super Mario Bros. 2,M749666,https://en.wikipedia.org/wiki/Super_Mario_Bros._2,スーパーマリオブラザーズ 2
http://www.wikidata.org/entity/Q854479,Super Mario Bros. 2,M749668,https://en.wikipedia.org/wiki/Super_Mario_Bros._2,スーパーマリオブラザーズ2
http://www.wikidata.org/entity/Q1043375,Castlevania,M759600,https://en.wikipedia.org/wiki/Castlevania_(1986_video_game),悪魔城ドラキュラ
http://www.wikidata.org/entity/Q1043375,Castlevania,M759601,https://en.wikipedia.org/wiki/Castlevania_(1986_video_game),悪魔城ドラキュラ
http://www.wikidata.org/entity/Q1043375,Castlevania,M759602,https://en.wikipedia.org/wiki/Castlevania_(1986_video_game),悪魔城ドラキュラ
http://www.wikidata.org/entity/Q1072735,Child of Eden,M737987,https://en.wikipedia.org/wiki/Child_of_Eden,Child of Eden
http://www.wikidata.org/entity/Q1072735,Child of Eden,M737988,https://en.wikipedia.org/wiki/Child_of_Eden,Child of Eden
http://www.wikidata.org/entity/Q1073632,"Sharin no Kuni, Himawari no Shōjo",M762040,https://en.wikipedia.org/wiki/Sharin_no_Kuni:_The_Girl_Among_the_Sunflowers,車輪の国、向日葵の少女
http://www.wikidata.org/entity/Q1073632,"Sharin no Kuni, Himawari no Shōjo",M762041,https://en.wikipedia.org/wiki/Sharin_no_Kuni:_The_Girl_Among_the_Sunflowers,車輪の国、向日葵の少女
http://www.wikidata.org/entity/Q1073632,"Sharin no Kuni, Himawari no Shōjo",M762042,https://en.wikipedia.org/wiki/Sharin_no_Kuni:_The_Girl_Among_the_Sunflowers,車輪の国、向日葵の少女
http://www.wikidata.org/entity/Q1073632,"Sharin no Kuni, Himawari no Shōjo",M762044,https://en.wikipedia.org/wiki/Sharin_no_Kuni:_The_Girl_Among_the_Sunflowers,車輪の国、向日葵の少女
http://www.wikidata.org/entity/Q1354273,Alex Kidd in Miracle World,M745179,https://en.wikipedia.org/wiki/Alex_Kidd_in_Miracle_World,アレックスキッドのミラクルワールド
http://www.wikidata.org/entity/Q1328166,WALL-E,M745735,https://en.wikipedia.org/wiki/WALL-E_(video_game),ウォーリー
http://www.wikidata.org/entity/Q1328166,WALL-E,M745736,https://en.wikipedia.org/wiki/WALL-E_(video_game),ウォーリー
http://www.wikidata.org/entity/Q1328166,WALL-E,M745737,https://en.wikipedia.org/wiki/WALL-E_(video_game),ウォーリー
http://www.wikidata.org/entity/Q1112940,Columns,M727057,https://en.wikipedia.org/wiki/Columns_(video_game),COLUMNS
http://www.wikidata.org/entity/Q1112940,Columns,M727172,https://en.wikipedia.org/wiki/Columns_(video_game),コラムス
http://www.wikidata.org/entity/Q1112940,Columns,M728237,https://en.wikipedia.org/wiki/Columns_(video_game),COLUMNS
http://www.wikidata.org/entity/Q1112940,Columns,M748394,https://en.wikipedia.org/wiki/Columns_(video_game),コラムス
http://www.wikidata.org/entity/Q1112940,Columns,M748395,https://en.wikipedia.org/wiki/Columns_(video_game),コラムス
http://www.wikidata.org/entity/Q1112940,Columns,M748396,https://en.wikipedia.org/wiki/Columns_(video_game),コラムス
http://www.wikidata.org/entity/Q1088158,Dead or Alive: Dimensions,M720679,https://en.wikipedia.org/wiki/Dead_or_Alive:_Dimensions,DEAD OR ALIVE Dimensions
http://www.wikidata.org/entity/Q1088158,Dead or Alive: Dimensions,M738313,https://en.wikipedia.org/wiki/Dead_or_Alive:_Dimensions,DEAD OR ALIVE Dimensions
http://www.wikidata.org/entity/Q1079957,Martial Champion,M726360,https://en.wikipedia.org/wiki/Martial_Champion,MARTIAL CHAMPION
http://www.wikidata.org/entity/Q1079957,Martial Champion,M756606,https://en.wikipedia.org/wiki/Martial_Champion,マーシャルチャンピオン
http://www.wikidata.org/entity/Q1098202,Quarth,M727263,https://en.wikipedia.org/wiki/Quarth,クォース
http://www.wikidata.org/entity/Q1098202,Quarth,M747431,https://en.wikipedia.org/wiki/Quarth,クォース
http://www.wikidata.org/entity/Q1098202,Quarth,M747432,https://en.wikipedia.org/wiki/Quarth,クォース
http://www.wikidata.org/entity/Q1098202,Quarth,M747433,https://en.wikipedia.org/wiki/Quarth,クォース
http://www.wikidata.org/entity/Q1098202,Quarth,M747434,https://en.wikipedia.org/wiki/Quarth,クォース
http://www.wikidata.org/entity/Q839794,Devil May Cry 3: Dante's Awakening,M719843,https://en.wikipedia.org/wiki/Devil_May_Cry_3:_Dante%27s_Awakening,Devil May Cry 3
http://www.wikidata.org/entity/Q842155,Pat Riley Basketball,M727291,https://en.wikipedia.org/wiki/Pat_Riley_Basketball,スーパーリアル バスケットボール
http://www.wikidata.org/entity/Q850587,Vampire Night,M722538,https://en.wikipedia.org/wiki/Vampire_Night,Vampire Night
http://www.wikidata.org/entity/Q850587,Vampire Night,M723115,https://en.wikipedia.org/wiki/Vampire_Night,Vampire Night
http://www.wikidata.org/entity/Q858564,Mario Kart DS,M722220,https://en.wikipedia.org/wiki/Mario_Kart_DS,MARIO KART DS
http://www.wikidata.org/entity/Q373945,LostMagic,M759026,https://en.wikipedia.org/wiki/LostMagic,ロストマジック
http://www.wikidata.org/entity/Q370549,Resistance: Fall of Man,M741883,https://en.wikipedia.org/wiki/Resistance:_Fall_of_Man,RESISTANCE ～人類没落の日～
http://www.wikidata.org/entity/Q370549,Resistance: Fall of Man,M741884,https://en.wikipedia.org/wiki/Resistance:_Fall_of_Man,RESISTANCE ～人類没落の日～
http://www.wikidata.org/entity/Q370549,Resistance: Fall of Man,M741885,https://en.wikipedia.org/wiki/Resistance:_Fall_of_Man,RESISTANCE ～人類没落の日～
http://www.wikidata.org/entity/Q374556,The Orange Box,M746455,https://en.wikipedia.org/wiki/The_Orange_Box,オレンジボックス
http://www.wikidata.org/entity/Q868523,Command & Conquer,M719400,https://en.wikipedia.org/wiki/Command_%26_Conquer_(1995_video_game),コマンド＆コンカー
http://www.wikidata.org/entity/Q868523,Command & Conquer,M719470,https://en.wikipedia.org/wiki/Command_%26_Conquer_(1995_video_game),コマンド＆コンカー
http://www.wikidata.org/entity/Q1114985,Comix Zone,M748379,https://en.wikipedia.org/wiki/Comix_Zone,コミックスゾーン
http://www.wikidata.org/entity/Q1114985,Comix Zone,M748380,https://en.wikipedia.org/wiki/Comix_Zone,コミックスゾーン
http://www.wikidata.org/entity/Q1114985,Comix Zone,M748381,https://en.wikipedia.org/wiki/Comix_Zone,コミックスゾーン
http://www.wikidata.org/entity/Q1114985,Comix Zone,M748382,https://en.wikipedia.org/wiki/Comix_Zone,コミックスゾーン
http://www.wikidata.org/entity/Q385184,Ōkami,M719994,https://en.wikipedia.org/wiki/%C5%8Ckami,大神
http://www.wikidata.org/entity/Q385184,Ōkami,M764031,https://en.wikipedia.org/wiki/%C5%8Ckami,大神
http://www.wikidata.org/entity/Q385184,Ōkami,M764034,https://en.wikipedia.org/wiki/%C5%8Ckami,大神
http://www.wikidata.org/entity/Q385184,Ōkami,M764035,https://en.wikipedia.org/wiki/%C5%8Ckami,大神
http://www.wikidata.org/entity/Q379017,Castle of Illusion Starring Mickey Mouse,M727155,https://en.wikipedia.org/wiki/Castle_of_Illusion_Starring_Mickey_Mouse,アイラブ ミッキーマウス ふしぎのお城大冒険
http://www.wikidata.org/entity/Q1368099,Contra III: The Alien Wars,M726840,https://en.wikipedia.org/wiki/Contra_III:_The_Alien_Wars,魂斗羅スピリッツ
http://www.wikidata.org/entity/Q1368099,Contra III: The Alien Wars,M761467,https://en.wikipedia.org/wiki/Contra_III:_The_Alien_Wars,魂斗羅スピリッツ
http://www.wikidata.org/entity/Q1368099,Contra III: The Alien Wars,M761468,https://en.wikipedia.org/wiki/Contra_III:_The_Alien_Wars,魂斗羅スピリッツ
http://www.wikidata.org/entity/Q1368099,Contra III: The Alien Wars,M761469,https://en.wikipedia.org/wiki/Contra_III:_The_Alien_Wars,魂斗羅スピリッツ
http://www.wikidata.org/entity/Q1368099,Contra III: The Alien Wars,M761470,https://en.wikipedia.org/wiki/Contra_III:_The_Alien_Wars,魂斗羅スピリッツ
http://www.wikidata.org/entity/Q1385473,Extreme-G,M746045,https://en.wikipedia.org/wiki/Extreme-G,エクストリームG
http://www.wikidata.org/entity/Q1385540,Masaaki Yuasa,C408285,https://en.wikipedia.org/wiki/Masaaki_Yuasa,湯浅政明
http://www.wikidata.org/entity/Q37123,Sonic the Hedgehog,M726989,https://en.wikipedia.org/wiki/Sonic_the_Hedgehog_(1991_video_game),SONIC THE HEDGEHOG
http://www.wikidata.org/entity/Q44346,James Pond 2,M734111,https://en.wikipedia.org/wiki/James_Pond_2,ジェームスポンド2  コードネーム ロボコッド
http://www.wikidata.org/entity/Q54330,Super Star Wars: The Empire Strikes Back,M749468,https://en.wikipedia.org/wiki/Super_Star_Wars:_The_Empire_Strikes_Back,スーパー・スター・ウォーズ～帝国の逆襲
http://www.wikidata.org/entity/Q388566,Blazing Lazers,M727403,https://en.wikipedia.org/wiki/Blazing_Lazers,GUNHED
http://www.wikidata.org/entity/Q388566,Blazing Lazers,M755756,https://en.wikipedia.org/wiki/Blazing_Lazers,ブレイジングレーザーズ
http://www.wikidata.org/entity/Q388566,Blazing Lazers,M755757,https://en.wikipedia.org/wiki/Blazing_Lazers,ブレイジングレーザーズ
http://www.wikidata.org/entity/Q388247,Might and Magic III: Isles of Terra,M726406,https://en.wikipedia.org/wiki/Might_and_Magic_III:_Isles_of_Terra,マイト アンド マジック 3
http://www.wikidata.org/entity/Q388247,Might and Magic III: Isles of Terra,M756688,https://en.wikipedia.org/wiki/Might_and_Magic_III:_Isles_of_Terra,マイト アンド マジック 3
http://www.wikidata.org/entity/Q428548,NBA Live 97,M725357,https://en.wikipedia.org/wiki/NBA_Live_97,NBA LIVE 97
http://www.wikidata.org/entity/Q427198,Pandemonium!,M756798,https://en.wikipedia.org/wiki/Pandemonium!_(video_game),マジカルホッパーズ
http://www.wikidata.org/entity/Q427198,Pandemonium!,M756799,https://en.wikipedia.org/wiki/Pandemonium!_(video_game),マジカルホッパーズ
http://www.wikidata.org/entity/Q877492,Wii Play,M721886,https://en.wikipedia.org/wiki/Wii_Play,はじめてのWii
http://www.wikidata.org/entity/Q1407885,Tenchu: Wrath of Heaven,M722312,https://en.wikipedia.org/wiki/Tenchu:_Wrath_of_Heaven,天誅 参
http://www.wikidata.org/entity/Q1407885,Tenchu: Wrath of Heaven,M722471,https://en.wikipedia.org/wiki/Tenchu:_Wrath_of_Heaven,天誅 参
http://www.wikidata.org/entity/Q1407885,Tenchu: Wrath of Heaven,M764629,https://en.wikipedia.org/wiki/Tenchu:_Wrath_of_Heaven,天誅 参
http://www.wikidata.org/entity/Q1415970,Final Fantasy,M727595,https://en.wikipedia.org/wiki/Final_Fantasy_(video_game),ファイナルファンタジー
http://www.wikidata.org/entity/Q1415970,Final Fantasy,M739205,https://en.wikipedia.org/wiki/Final_Fantasy_(video_game),FINAL FANTASY
http://www.wikidata.org/entity/Q1415970,Final Fantasy,M754946,https://en.wikipedia.org/wiki/Final_Fantasy_(video_game),ファイナルファンタジー
http://www.wikidata.org/entity/Q1415970,Final Fantasy,M754948,https://en.wikipedia.org/wiki/Final_Fantasy_(video_game),ファイナルファンタジー
http://www.wikidata.org/entity/Q1415970,Final Fantasy,M754950,https://en.wikipedia.org/wiki/Final_Fantasy_(video_game),ファイナルファンタジー
http://www.wikidata.org/entity/Q54862,Star Wars Battlefront,M720617,https://en.wikipedia.org/wiki/Star_Wars_Battlefront_(2015_video_game),STAR WARS BATTLEFRONT
http://www.wikidata.org/entity/Q54862,Star Wars Battlefront,M742742,https://en.wikipedia.org/wiki/Star_Wars_Battlefront_(2015_video_game),Star Wars バトルフロント
http://www.wikidata.org/entity/Q54862,Star Wars Battlefront,M742743,https://en.wikipedia.org/wiki/Star_Wars_Battlefront_(2015_video_game),Star Wars バトルフロント
http://www.wikidata.org/entity/Q54862,Star Wars Battlefront,M742744,https://en.wikipedia.org/wiki/Star_Wars_Battlefront_(2015_video_game),Star Wars バトルフロント
http://www.wikidata.org/entity/Q54862,Star Wars Battlefront,M742745,https://en.wikipedia.org/wiki/Star_Wars_Battlefront_(2015_video_game),Star Wars バトルフロント
http://www.wikidata.org/entity/Q54862,Star Wars Battlefront,M742751,https://en.wikipedia.org/wiki/Star_Wars_Battlefront_(2015_video_game),Star Wars™ バトルフロント™
http://www.wikidata.org/entity/Q54862,Star Wars Battlefront,M742752,https://en.wikipedia.org/wiki/Star_Wars_Battlefront_(2015_video_game),Star Wars™ バトルフロント™
http://www.wikidata.org/entity/Q54862,Star Wars Battlefront,M742753,https://en.wikipedia.org/wiki/Star_Wars_Battlefront_(2015_video_game),Star Wars™ バトルフロント™
http://www.wikidata.org/entity/Q54862,Star Wars Battlefront,M742754,https://en.wikipedia.org/wiki/Star_Wars_Battlefront_(2015_video_game),Star Wars™ バトルフロント™
http://www.wikidata.org/entity/Q869960,Tekken 6,M722140,https://en.wikipedia.org/wiki/Tekken_6,鉄拳6
http://www.wikidata.org/entity/Q869960,Tekken 6,M764527,https://en.wikipedia.org/wiki/Tekken_6,鉄拳 6
http://www.wikidata.org/entity/Q869960,Tekken 6,M764528,https://en.wikipedia.org/wiki/Tekken_6,鉄拳 6
http://www.wikidata.org/entity/Q869960,Tekken 6,M764529,https://en.wikipedia.org/wiki/Tekken_6,鉄拳 6
http://www.wikidata.org/entity/Q869960,Tekken 6,M764540,https://en.wikipedia.org/wiki/Tekken_6,鉄拳6
http://www.wikidata.org/entity/Q869960,Tekken 6,M764541,https://en.wikipedia.org/wiki/Tekken_6,鉄拳6
http://www.wikidata.org/entity/Q869960,Tekken 6,M764542,https://en.wikipedia.org/wiki/Tekken_6,鉄拳6
http://www.wikidata.org/entity/Q869960,Tekken 6,M764543,https://en.wikipedia.org/wiki/Tekken_6,鉄拳6
http://www.wikidata.org/entity/Q869960,Tekken 6,M764544,https://en.wikipedia.org/wiki/Tekken_6,鉄拳6
http://www.wikidata.org/entity/Q869960,Tekken 6,M764545,https://en.wikipedia.org/wiki/Tekken_6,鉄拳6
http://www.wikidata.org/entity/Q1114989,Hi-Octane,M725756,https://en.wikipedia.org/wiki/Hi-Octane,ハイオクタン
http://www.wikidata.org/entity/Q1114989,Hi-Octane,M753483,https://en.wikipedia.org/wiki/Hi-Octane,ハイオクタン
http://www.wikidata.org/entity/Q1135890,Defense Grid: The Awakening,M738374,https://en.wikipedia.org/wiki/Defense_Grid:_The_Awakening,Defense Grid The Awakening
http://www.wikidata.org/entity/Q1137071,Exit,M720029,https://en.wikipedia.org/wiki/Exit_(video_game),EXIT
http://www.wikidata.org/entity/Q1137071,Exit,M721763,https://en.wikipedia.org/wiki/Exit_(video_game),EXIT
http://www.wikidata.org/entity/Q1137071,Exit,M738889,https://en.wikipedia.org/wiki/Exit_(video_game),EXIT
http://www.wikidata.org/entity/Q1138297,Supreme Commander 2,M750182,https://en.wikipedia.org/wiki/Supreme_Commander_2,スプリームコマンダー 2
http://www.wikidata.org/entity/Q1138297,Supreme Commander 2,M750183,https://en.wikipedia.org/wiki/Supreme_Commander_2,スプリームコマンダー2
http://www.wikidata.org/entity/Q429246,The Need for Speed,M746238,https://en.wikipedia.org/wiki/The_Need_for_Speed,オーバードライビンGT-R
http://www.wikidata.org/entity/Q429246,The Need for Speed,M758938,https://en.wikipedia.org/wiki/The_Need_for_Speed,ロード＆トラックプレゼンツ オーバードライビン
http://www.wikidata.org/entity/Q515649,Adventures of Lolo 2,M744944,https://en.wikipedia.org/wiki/Adventures_of_Lolo_2,アドベンチャーズ オブ ロロ
http://www.wikidata.org/entity/Q515649,Adventures of Lolo 2,M744945,https://en.wikipedia.org/wiki/Adventures_of_Lolo_2,アドベンチャーズ オブ ロロ
http://www.wikidata.org/entity/Q512624,Loopz,M758618,https://en.wikipedia.org/wiki/Loopz,ループス
http://www.wikidata.org/entity/Q431238,KOF: Maximum Impact,M719946,https://en.wikipedia.org/wiki/KOF:_Maximum_Impact,KOF MAXIMUM IMPACT
http://www.wikidata.org/entity/Q431238,KOF: Maximum Impact,M740193,https://en.wikipedia.org/wiki/KOF:_Maximum_Impact,KOF MAXIMUM IMPACT MANIAX
http://www.wikidata.org/entity/Q431238,KOF: Maximum Impact,M740194,https://en.wikipedia.org/wiki/KOF:_Maximum_Impact,KOF MAXIMUM IMPACT MANIAX
http://www.wikidata.org/entity/Q431238,KOF: Maximum Impact,M740200,https://en.wikipedia.org/wiki/KOF:_Maximum_Impact,KOF マキシマムインパクト マニアックス
http://www.wikidata.org/entity/Q528128,Killzone 3,M740121,https://en.wikipedia.org/wiki/Killzone_3,KILLZONE 3
http://www.wikidata.org/entity/Q528128,Killzone 3,M740122,https://en.wikipedia.org/wiki/Killzone_3,KILLZONE 3
http://www.wikidata.org/entity/Q545072,Diddy Kong Racing,M725081,https://en.wikipedia.org/wiki/Diddy_Kong_Racing,ディディーコングレーシング
http://www.wikidata.org/entity/Q558753,Lost Odyssey,M720743,https://en.wikipedia.org/wiki/Lost_Odyssey,LOST ODYSSEY
http://www.wikidata.org/entity/Q558753,Lost Odyssey,M720761,https://en.wikipedia.org/wiki/Lost_Odyssey,LOST ODYSSEY
http://www.wikidata.org/entity/Q545489,OverBlood 2,M724795,https://en.wikipedia.org/wiki/OverBlood_2,Over Blood 2
http://www.wikidata.org/entity/Q545489,OverBlood 2,M746239,https://en.wikipedia.org/wiki/OverBlood_2,オーバーブラッド2
http://www.wikidata.org/entity/Q907226,Metal Gear Solid 2: Sons of Liberty,M720762,https://en.wikipedia.org/wiki/Metal_Gear_Solid_2:_Sons_of_Liberty,METAL GEAR SOLID 2 SONS OF LIBERTY
http://www.wikidata.org/entity/Q907226,Metal Gear Solid 2: Sons of Liberty,M722255,https://en.wikipedia.org/wiki/Metal_Gear_Solid_2:_Sons_of_Liberty,METAL GEAR SOLID 2 SONS OF LIBERTY
http://www.wikidata.org/entity/Q907226,Metal Gear Solid 2: Sons of Liberty,M723133,https://en.wikipedia.org/wiki/Metal_Gear_Solid_2:_Sons_of_Liberty,METAL GEAR SOLID 2 SONS OF LIBERTY
http://www.wikidata.org/entity/Q907226,Metal Gear Solid 2: Sons of Liberty,M740640,https://en.wikipedia.org/wiki/Metal_Gear_Solid_2:_Sons_of_Liberty,METAL GEAR SOLID 2 SONS OF LIBERTY
http://www.wikidata.org/entity/Q907226,Metal Gear Solid 2: Sons of Liberty,M740641,https://en.wikipedia.org/wiki/Metal_Gear_Solid_2:_Sons_of_Liberty,METAL GEAR SOLID 2 SONS OF LIBERTY
http://www.wikidata.org/entity/Q907226,Metal Gear Solid 2: Sons of Liberty,M757540,https://en.wikipedia.org/wiki/Metal_Gear_Solid_2:_Sons_of_Liberty,メタルギアソリッド2 サンズ・オブ・リバティ
http://www.wikidata.org/entity/Q893412,Border Down,M719052,https://en.wikipedia.org/wiki/Border_Down,BORDER DOWN
